question	sentence	index	times
What venue in Miami is notable for hosting outdoor music?	The newest addition to the Miami arts scene is the Adrienne Arsht Center for the Performing Arts, the second-largest performing arts center in the United States after the Lincoln Center in New York City, and is the home of the Florida Grand Opera.	not_entailment	1
What is the main north-south freeway called?	A link between I-95 and I-76, it runs below street level through Center City, connecting to the Ben Franklin Bridge at its eastern end.	not_entailment	1
What incident was the most deadly military accident that occurred on Cyprus?	Current senior officers include Supreme Commander, Cypriot National Guard, Lt. General Stylianos Nasis, and Chief of Staff, Cypriot National Guard: Maj.	not_entailment	1
What proliferated in the last three decades of the 19th century?	By 1898 the American Association for the Advancement of Science was able to report that 48 educational institutions in 13 countries had some curriculum in anthropology.	not_entailment	1
What act did Britain use to implement the use of the Gregorian calendar?	These two reforms were implemented by the Calendar (New Style) Act 1750.	entailment	1
Which British territory received independence in 1961?	Britain's last colony on the American mainland, British Honduras, became a self-governing colony in 1964 and was renamed Belize in 1973, achieving full independence in 1981.	not_entailment	1
Whed did the British and French invade Beijing?	Ratification of the treaty the following year led to resumption of hostilities and in 1860, with Anglo-French forces marching on Beijing, the emperor and his court fled the capital for the imperial hunting lodge at Rehe.	entailment	1
How did the original  Constitution identify its society members ?	According to the second article of the first Greek constitution of 1822, a Greek was defined as any Christian resident of the Kingdom of Greece, a clause removed by 1840.	entailment	1
What did L. Schwabes and O. Wolfs study seem to conlcude?	The researchers suggest that stress experienced during learning distracts people by diverting their attention during the memory encoding process.	entailment	1
What artist performed the theme song for Skyfall?	The English band Radiohead also composed a song for the film, which went unused.	not_entailment	1
Which tariqah no longer exists?	The Shia Sevener tariqah no longer exists.	entailment	1
Which of Northwestern's alumni is notable for becoming The Deputy Prime Minister of Turkey?	Rahm Emanuel, the mayor of Chicago and former White House Chief of Staff, earned a Masters in Speech and Communication in 1985.	not_entailment	1
Where does the safe harbor to use a patented invention for research generally not exist?	There is safe harbor in many jurisdictions to use a patented invention for research.	not_entailment	1
What is the Plover known locally as?	The national bird of Saint Helena is the Saint Helena plover, known locally as the wirebird.	entailment	1
What was the movement called also known as execution of laws?	"""About that time the """"executionist movement"""" (Polish: """"egzekucja praw""""--""""execution of the laws"""") began to take form."""	entailment	1
What year did Bill Clinton lose North Carolina?	However, Republican Mitt Romney ultimately eked out a 2-point win in North Carolina, the only 2012 swing state that Obama lost, and one of only two states (along with Indiana) to flip from Obama in 2008 to the GOP in 2012.	not_entailment	1
How many clubs entered in 2007-08?	In 2005–06 this increased to 674 entrants, in 2006–07 to 687, in 2007–08 to 731 clubs, and for the 2008–09 and 2009–10 competitions it reached 762.	entailment	1
Which characteristic of capital letters made it easy to remember.	Traditionally, the capital letters were stored in a separate case that was located above the case that held the small letters, and the name proved easy to remember since capital letters are taller.	entailment	1
What Italian Prime Minister attended Yale?	Yale has produced alumni distinguished in their respective fields.	not_entailment	1
What is the government structure of the Marshall Islands?	Politically, the Marshall Islands is a presidential republic in free association with the United States, with the US providing defense, subsidies, and access to U.S. based agencies such as the FCC and the USPS.	entailment	1
What do historians and researches argue about concerning the emotional and affectionate activities?	Also, many modern and historic cultures have formal ceremonies expressing long-term commitment between same-sex friends, even though homosexuality itself is taboo within the cultures.	not_entailment	1
When was the Chremonidean War?	In spite of the Ptolemaic monies and fleets backing their endeavors, Athens and Sparta were defeated by Antigonus II during the Chremonidean War (267-61).	entailment	1
What rugby union team is based in Plymouth?	Other sports clubs include Plymouth Albion R.F.C. and the Plymouth Raiders basketball club.	entailment	1
What did religious beliefs depend upon when it came to Plato, Aristotle and Jesus?	A Latin translation of Plato's works was undertaken by Marsilio Ficino.	not_entailment	1
What cities were destroyed by atom bombs?	The Pacific War saw the Allied powers pitted against the Empire of Japan, the latter briefly aided by Thailand and to a much lesser extent by its Axis allies, Germany and Italy.	not_entailment	1
Where do the Lions play?	There are three active major sports venues within the city: Comerica Park (home of the Major League Baseball team Detroit Tigers), Ford Field (home of the NFL's Detroit Lions), and Joe Louis Arena (home of the NHL's Detroit Red Wings).	entailment	1
What is the official name for Guinea-Bissau?	Guinea-Bissau (i/ˈɡɪni bɪˈsaʊ/, GI-nee-bi-SOW), officially the Republic of Guinea-Bissau (Portuguese: República da Guiné-Bissau, pronounced: [ʁeˈpublikɐ dɐ ɡiˈnɛ biˈsaw]), is a country in West Africa.	entailment	1
Name two contributors to Reformed churches.	The word reformatorisch is used as an alternative for evangelisch in German, and is different from English reformed (German: reformiert), which refers to churches shaped by ideas of John Calvin, Huldrych Zwingli and other Reformed theologians.	entailment	1
When did Knorr die?	Since Knorr's death in 1977, the position of president has been occupied by Frederick Franz (1977–1992) and Milton Henschel (1992–2000), both members of the Governing Body, and since 2000 by Don A. Adams, not a member of the Governing Body.	entailment	1
What began the influx of Chinese department stores?	Since the opening policy in 1979, the Chinese department stores also develops swiftly along with the fast-growing economy.	entailment	1
What is available in few cities?	Broadband internet is available in select towns and cities and is provided by the state-run BSNL and by other private companies.	not_entailment	1
What do some people want to do with the people of Tuvalu?	While some commentators have called for the relocation of Tuvalu's population to Australia, New Zealand or Kioa in Fiji, in 2006 Maatia Toafa (Prime Minister from 2004–2006) said his government did not regard rising sea levels as such a threat that the entire population would need to be evacuated.	entailment	1
When did Alfred the Great begin his reign?	In Anglo-Saxon England, King Alfred the Great (r. 871–899) came to an agreement with the Viking invaders in the late 9th century, resulting in Danish settlements in Northumbria, Mercia, and parts of East Anglia.	entailment	1
What did the Japanese government institute?	In the years after World War II, the Japanese government also instituted a series of orthographic reforms.	entailment	1
When did an angel supposedly speak to Bathurst?	Samuel Johnson was so irritated at hearing it continually praised, that he made a parody of it, where the devil appears to a young Whig and predicts that in short time, Whiggism will poison even the paradise of America!	not_entailment	1
When was migration first recorded?	More recently, Johannes Leche began recording dates of arrivals of spring migrants in Finland in 1749, and scientific studies have used techniques including bird ringing and satellite tracking.	not_entailment	1
How many Jewish families are there in Swaziland?	There are 14 Jewish families.	entailment	1
What event led to the return of Estonians back home?	Half the deported perished, and the other half were not allowed to return until the early 1960s (years after Stalin's death).[citation needed]	entailment	1
The scientific paper, What the frog's eye tells the frog's brain was released in what year?	A few years later David Hubel and Torsten Wiesel discovered cells in the primary visual cortex of monkeys that become active when sharp edges move across specific points in the field of view—a discovery for which they won a Nobel Prize.	not_entailment	1
How many satellites were launched since 2007?	A total of 16 satellites were launched during this phase.	entailment	1
In which city did Feynman find himself affixing tire chains?	Mr. Feynman!—because a desire to live in a mild climate had firmly fixed itself in his mind while he was installing tire chains on his car in the middle of a snowstorm in Ithaca.	entailment	1
What was the population of Paris in 2011?	It reached 2.25 million in 2011.	entailment	1
What would believers do when they had a problem?	The deputy would ascertain his verdict, endorse it with his seal and signature and return it to the relevant parties.	not_entailment	1
What were the architectural phenomenologists hoping to expand?	Beginning in the late 1950s and 1960s, architectural phenomenology emerged as an important movement in the early reaction against modernism, with architects like Charles Moore in the USA, Christian Norberg-Schulz in Norway, and Ernesto Nathan Rogers and Vittorio Gregotti in Italy, who collectively popularized an interest in a new contemporary architecture aimed at expanding human experience using historical buildings as models and precedents.	entailment	1
Is there a pplace where lovers of the chicken are able to see some of its best attributes ?	In many countries, national and regional poultry shows are held where enthusiasts exhibit their birds which are judged on certain phenotypical breed traits as specified by their respective breed standards.	entailment	1
When did a Close Encounters DVD come out?	Spielberg then revisited his Close Encounters project and, with financial backing from Columbia Pictures, released Close Encounters: The Special Edition in 1980.	not_entailment	1
How large was the ice chunk that melted and refroze?	According to NASA, the most widespread Antarctic surface melting of the past 30 years occurred in 2005, when an area of ice comparable in size to California briefly melted and refroze; this may have resulted from temperatures rising to as high as 5 °C (41 °F).	entailment	1
Why was Nintendo accused of antitrust behavior?	GameSpy remarked that Nintendo's punishment was particularly weak giving the case's findings, although it has been speculated that the FTC did not want to damage the video game industry in the United States.	not_entailment	1
What is the most simple example of topological groups?	The most basic examples are the reals R under addition, (R ∖ {0}, ·), and similarly with any other topological field such as the complex numbers or p-adic numbers.	entailment	1
Where was the first showing of Spectre held?	Following the announcement of the start of filming, Paramount Pictures brought forward the release of Mission: Impossible – Rogue Nation to avoid competing with Spectre.	not_entailment	1
What is the world's largest solar-thermal power plant project currently under construction?	In developing countries, three World Bank projects for integrated solar thermal/combined-cycle gas-turbine power plants in Egypt, Mexico, and Morocco have been approved.	not_entailment	1
While not illegal, an unholy alliance can be more dangerous to the public than what?	An unholy alliance is a coalition among seemingly antagonistic groups for ad hoc or hidden gain, generally some influential non-governmental group forming ties with political parties, supplying funding in exchange for the favorable treatment.	not_entailment	1
What type of laser diode is used in a DVD player?	The use of red laser diodes became widespread with the commercial success of modern DVD players, which use a 660 nm laser diode technology.	entailment	1
What grain is a staple for residents in the interior of Guinea-Bissau?	Rice is a staple in the diet of residents near the coast and millet a staple in the interior.	entailment	1
What was it about the Renaissance that gave the Dominican Order problems?	At the same time the order found itself face to face with the Renaissance.	not_entailment	1
What is the name of the stadium	Two other buildings were constructed around the Nieuw Galgenwaard stadium (2007).	entailment	1
Which of the entrails was especially important to augury?	The haruspices divined the will of the gods through examination of entrails after sacrifice, particularly the liver.	entailment	1
where does T5 run?	Five new light rail lines are currently in various stages of development.	not_entailment	1
Who manufactures a pedometer accessory for the iPod?	Many accessories have been made for the iPod line.	not_entailment	1
What party members win most state and national legislative elections?	In partisan elections for the Washington State Legislature and United States Congress, nearly all elections are won by Democrats.	entailment	1
Part of the secret agreement between the Germans and the Soviets included a neutral diplomatic approach when?	"""On 24 August a 10-year non-aggression pact was signed with provisions that included: consultation, arbitration if either party disagreed, neutrality if either went to war against a third power, no membership of a group """"which is directly or indirectly aimed at the other""""."""	entailment	1
What event caused the end of Ahom rule in Assam?	They ruled much of Assam from the 13th century until the establishment of British rule in 1838.	entailment	1
When was the Manhattan Neighborhood Network created?	The oldest public-access television channel in the United States is the Manhattan Neighborhood Network, founded in 1971.	entailment	1
Where did the 2013 Open World Taekwondo Challenge Cup take place?	The Somali National Olympic committee has devised a special support program to ensure continued success in future tournaments.	not_entailment	1
How much video can a CD-R contain?	One CD-R disc can hold up to 60 minutes of standard quality SVCD-format video.	entailment	1
What type of policy was the focus of Eisenhower's inaugural address?	His inaugural address, as well, was exclusively devoted to foreign policy and included this same philosophy, as well as a commitment to foreign trade and the United Nations.	entailment	1
How many people visit the lexington Barbecue festival each year?	There are strong regional differences and rivalries over the sauces and methods used in making the barbecue.	not_entailment	1
Who was the harbor named for?	Arriving on his flagship San Diego, Vizcaíno surveyed the harbor and what are now Mission Bay and Point Loma and named the area for the Catholic Saint Didacus, a Spaniard more commonly known as San Diego de Alcalá.	entailment	1
What nation's model gives the power of the high court to the legistlature?	In most nations with constitutions modelled after the Soviet Union, the legislature was given the power of being the court of last resort.	entailment	1
Who was editor of The Sun in the 1980s?	"""As Kelvin MacKenzie, editor of The Sun, told his staff: """"Give me a Sunday for Monday splash on the Royals."""	entailment	1
What shows that there is an inner surface between glass and melt?	Yet there is a nucleation barrier, which implies an interfacial discontinuity (or internal surface) between the glass and the melt.	entailment	1
What program with a direction in its name does the BBC broadcast from Southampton?	From there the BBC broadcasts South Today, the local television news bulletin and BBC Radio Solent.	entailment	1
What is a possible result of handling the bit reservoir?	"""Layer III audio can also use a """"bit reservoir"""", a partially full frame's ability to hold part of the next frame's audio data, allowing temporary changes in effective bitrate, even in a constant bitrate stream."""	not_entailment	1
How long did the Eritrean War for Independence last?	The ensuing Eritrean War for Independence went on for 30 years against successive Ethiopian governments until 1991, when the Eritrean People's Liberation Front (EPLF), a successor of the ELF, defeated the Ethiopian forces in Eritrea and helped a coalition of Ethiopian rebel forces take control of the Ethiopian Capital Addis Ababa.	entailment	1
How many students attend UNAM?	The National Autonomous University of Mexico (UNAM), located in Mexico City, is the largest university on the continent, with more than 300,000 students from all backgrounds.	entailment	1
What's the biggest theatre in Southampton?	The largest theatre in the city is the 2,300 capacity Mayflower Theatre (formerly known as the Gaumont), which, as the largest theatre in Southern England outside London, has hosted West End shows such as Les Misérables, The Rocky Horror Show and Chitty Chitty Bang Bang, as well as regular visits from Welsh National Opera and English National Ballet.	entailment	1
What kind of pain did Phillips endure?	He was reported to have eight surgeries during his Idol run, and had considered quitting the show due to the pain.	not_entailment	1
What is one of the many elements that the structure of a gene consists of?	These include DNA regions that are not transcribed as well as untranslated regions of the RNA.	entailment	1
Where were Ottoman madaris built?	Examples of Ottoman madaris are the ones built by Mehmed the Conqueror.	not_entailment	1
At the time of the novel's setting, what punishment was often received by black males for percieved sexual contact with a white woman?	Any transgressions by black males that merely hinted at sexual contact with white females during the time the novel was set often resulted in a punishment of death for the accused.	entailment	1
Which news organization did Gorbachev talk to about his resignation plans?	While Gorbachev hadn't made any formal plans to leave the scene yet, he did tell CBS News that he would resign as soon as he saw that the CIS was indeed a reality.	entailment	1
During what century did the Seljuk Turks occupy Persia?	The Byzantines also faced a revived Bulgaria, which in the late 12th and 13th centuries spread throughout the Balkans.	not_entailment	1
On what type of transportation system has Seattle begun to focus?	The city has started moving away from the automobile and towards mass transit.	entailment	1
What does Digimon stand for?	"""In many incarnations, Digimon are raised by humans called """"Digidestined"""" or """"Tamers"""", and they team up to defeat evil Digimon and human villains who are trying to destroy the fabric of the Digital world."""	not_entailment	1
What type of animals took longer to reestablish?	Animal life was then dominated by various archosaurian reptiles: dinosaurs, pterosaurs, and aquatic reptiles such as ichthyosaurs, plesiosaurs, and mosasaurs.	not_entailment	1
What is attested as a self-identifier in Iranian languages?	In Iranian languages, the gentilic is attested as a self-identifier included in ancient inscriptions and the literature of Avesta,[a] and remains also in other Iranian ethnic names such as Alans (Ossetic: Ир – Ir) and Iron (Ossetic:	entailment	1
What case is the grammatical object of a verb?	Pavla is in the accusative case, the grammatical object (in this case, the victim) of the verb.	entailment	1
"""What was the purpose of the created of The """"Shell"""" Transport and Trading Company?"""	In 1833, the founder's father, Marcus Samuel, founded an import business to sell seashells to London collectors.	entailment	1
How many bird species have been driven to extinction in Guam?	As many as twelve bird species are believed to have been driven to extinction.	entailment	1
What explorer led the Nimrod Expedition into Antarctica?	An expedition led by Norwegian polar explorer Roald Amundsen from the ship Fram became the first to reach the geographic South Pole on 14 December 1911, using a route from the Bay of Whales and up the Axel Heiberg Glacier.	not_entailment	1
What were 2 former Northwestern basketball players charged and convicted for in 1998?	In 1998, two former Northwestern basketball players were charged and convicted for sports bribery as a result of being paid to shave points in games against three other Big Ten schools during the 1995 season.	entailment	1
When did the RIR begin to host the Capital City 400?	"""oval short-track has become known as the """"Toughest Track in the South"""" and """"The Action Track"""", and features weekly stock car racing on Friday nights."""	not_entailment	1
Who did William IV feel was a suitable husband for Victoria?	William IV, however, disapproved of any match with the Coburgs, and instead favoured the suit of Prince Alexander of the Netherlands, second son of the Prince of Orange.	entailment	1
What did astronomers believe the shape of the Sun to be during this era?	Han-era astronomers adopted a geocentric model of the universe, theorizing that it was shaped like a sphere surrounding the earth in the center.	not_entailment	1
Who was responsible for the lyrics of Avenue X?	A cappella has been used as the sole orchestration for original works of musical theater that have had commercial runs Off-Broadway (theaters in New York City with 99 to 500 seats) only four times.	not_entailment	1
When did Apple reveal it had achieved its highest quarterly earnings to date?	42% of Apple's revenue for the First fiscal quarter of 2008 came from iPod sales, followed by 21% from notebook sales and 16% from desktop sales.	not_entailment	1
What architectural style does the Throgs Neck Bridge reflect?	The Queensboro Bridge is an important piece of cantilever architecture.	not_entailment	1
Who built the first induction motor?	Although Westinghouse achieved its first practical induction motor in 1892 and developed a line of polyphase 60 hertz induction motors in 1893, these early Westinghouse motors were two-phase motors with wound rotors until B. G. Lamme developed a rotating bar winding rotor.	not_entailment	1
What was brought forth by religion in Rome?	Some public rituals could be conducted only by women, and women formed what is perhaps Rome's most famous priesthood, the state-supported Vestals, who tended Rome's sacred hearth for centuries, until disbanded under Christian domination.	not_entailment	1
When did war with France break out?	Civil war broke out shortly afterwards, with the barons aided by Louis of France.	not_entailment	1
Adolescent cultural differences are especially visible in which type of autonomy?	Behavioral autonomy encompasses an adolescent's developing ability to regulate his or her own behavior, to act on personal decisions, and to self-govern.	entailment	1
Newborns can acquire antibodies from the mother through what means?	Some IgA is provided by breast milk.	entailment	1
By what name is the first standardized version of the Quran known?	These codices had differences that motivated the Caliph Uthman to establish a standard version now known as Uthman's codex, which is generally considered the archetype of the Quran known today.	entailment	1
Regardless of beliefs, Christians all agree that Jesus has a unique what?	"""However, """"Whatever else they might disagree about, Christians are at least united in believing that Jesus has a unique significance."""	entailment	1
Who led the unification of Germany in 1871?	The Thuringian duchies which became part of the German Empire in 1871 during the Prussian-led unification of Germany were Saxe-Weimar-Eisenach, Saxe-Meiningen, Saxe-Altenburg, Saxe-Coburg-Gotha, Schwarzburg-Sondershausen, Schwarzburg-Rudolstadt and the two principalities of Reuss Elder Line and Reuss Younger Line.	entailment	1
Tower controllers use what to locate an aircraft's position in three-dimensional space?	Aircraft which are only passing through the airspace must also contact Tower Control in order to be sure that they remain clear of other traffic.	not_entailment	1
Growth of solar water heating development has averaged how much per year since 1999	Development in the solar water heating sector progressed steadily throughout the 1990s and growth rates have averaged 20% per year since 1999.	entailment	1
What agency pioneered DNA testing?	The FBI Laboratory helped develop DNA testing, continuing its pioneering role in identification that began with its fingerprinting system in 1924.	entailment	1
By tradition, when a Sephardic or Mizrahi woman marries into an Orthodox or Haredi Ashkenazi Jewish family she raises her children to be which type of Jew?	By tradition, a Sephardic or Mizrahi woman who marries into an Orthodox or Haredi Ashkenazi Jewish family raises her children to be Ashkenazi Jews; conversely an Ashkenazi woman who marries a Sephardi or Mizrahi man is expected to take on Sephardic practice and the children inherit a Sephardic identity, though in practice many families compromise.	entailment	1
What is the government called in the three free states of Bavaria, Saxony, and Thuringia?	In the three free states of Bavaria, Saxony, and Thuringia the government is referred to as the State Government (Staatsregierung), and in the other ten states the term Land Government (Landesregierung) is used.	entailment	1
What festival is held in October in Newcastle?	The SAMA Festival, an East Asian cultural festival is also held in early October.	not_entailment	1
Since when have Amalgams been used?	Amalgams have been used since 200 BC in China for plating objects with precious metals, called gilding, such as armor and mirrors.	entailment	1
Which company produced the Aroctor 1254 and Aroctor 1260?	About 50% of all the PCBs currently in the river are estimated to be retained in the sediment behind Woods Pond dam.	not_entailment	1
Why were ports better targets?	X- and Y-Gerät beams were placed over false targets and switched only at the last minute.	not_entailment	1
What is pantheism?	In atheism, God is not believed to exist, while God is deemed unknown or unknowable within the context of agnosticism.	not_entailment	1
What is the name of Everton's official supporters club?	Within the city of Liverpool support for Everton and city rivals Liverpool is not determined by geographical basis with supporters mixed across the city.	not_entailment	1
What risky maneuver did Sir Colin Campbell have the 93rd Highlanders form?	Rather than 'form square', the traditional method of repelling cavalry, Campbell took the risky decision to have his Highlanders form a single line, two men deep.	entailment	1
When did the ITU announce that it had embraced micro-USB as the Universal Charging Solution?	"""In addition, on 22 October 2009 the International Telecommunication Union (ITU) has also announced that it had embraced micro-USB as the Universal Charging Solution its """"energy-efficient one-charger-fits-all new mobile phone solution,"""" and added: """"Based on the Micro-USB interface, UCS chargers also include a 4-star or higher efficiency rating—​​up to three times more energy-efficient than an unrated charger."""""""	entailment	1
What breed was so prolific it became a prototype of hound?	"""It is believed this """"dog"""" type was so common, it eventually became the prototype of the category """"hound""""."""	not_entailment	1
What is the second question to ask in order to define the two classes?	"""The basic proposition of these two categories pertains to the nature of reality, and the primary distinction between them is the way they answer two fundamental questions: """"what does reality consist of?"""""""	not_entailment	1
When did the Rus return to Byzatine seeking revenge?	In 944 the Rus' force advanced again on the Greeks, by land and sea, and a Byzantine force from Cherson responded.	entailment	1
With whom did Hayek more frequently converse?	In his unpublished autobiographical notes, Hayek recalled a division between him and his younger brothers who were only few years younger than him, but he believed that they were somehow of a different generation.	not_entailment	1
When was the Capital building completed?	A permanent home for the new government, the Virginia State Capitol building, was designed by Thomas Jefferson with the assistance of Charles-Louis Clérisseau, and was completed in 1788.	entailment	1
Who discovered this and where did they come from?	The development of this fertile soil allowed agriculture and silviculture in the previously hostile environment; meaning that large portions of the Amazon rainforest are probably the result of centuries of human management, rather than naturally occurring as has previously been supposed.	not_entailment	1
What deity does the 12th century mosaic in the Hagia Sophia depict?	The imperial mausoleum of the Komnenos dynasty, the Pantokrator Monastery was certainly decorated with great mosaics but these were later destroyed.	not_entailment	1
What is different about a true predator?	Whereas other types of predator all harm their prey in some way, this form kills them.	entailment	1
What actor featured in Winchester '73?	When one of those films, Winchester '73, proved to be a hit, the arrangement would become the rule for many future productions at Universal, and eventually at other studios as well.	not_entailment	1
What law prohibited birth control?	The history of the development of oral contraceptives is thus closely tied to the birth control movement and the efforts of activists Margaret Sanger, Mary Dennett, and Emma Goldman.	not_entailment	1
Who announced on August 22nd they were leaving the Cubs prematurely?	On August 22, Lou Piniella, who had already announced his retirement at the end of the season, announced that he would leave the Cubs prematurely to take care of his sick mother.	entailment	1
What Somali group is affiliated with al-Qaeda?	"""A Somali-based al-Qaida affiliated group, the Al-Shabaab, has confirmed the death of """"sheik commander"""" Saleh Ali Saleh Nabhan along with an unspecified number of militants."""	entailment	1
Where were slaves shipped to from West Africa?	"""Later American English spellings, neger and neggar, prevailed in a northern colony, New York under the Dutch, and in metropolitan Philadelphia's Moravian and Pennsylvania Dutch communities; the African Burial Ground in New York City originally was known by the Dutch name """"Begraafplaats van de Neger"""""""	not_entailment	1
What is the Naval Air Station used for?	The principal installation, Kindley Air Force Base on the eastern coast, was transferred to the US Navy in 1970 and redesignated Naval Air Station Bermuda.	not_entailment	1
When was 'Bonfire of the Vanities' published?	By contrast, Tom Wolfe's Bonfire of the Vanities (1987) portrays a wealthy, white protagonist, Sherman McCoy, getting lost off the Major Deegan Expressway in the South Bronx and having an altercation with locals.	entailment	1
When was the Treaty of Kyakhta written?	In exchange for territory and trading rights, the Qing would have a free hand dealing with the situation in Mongolia.	not_entailment	1
What kind of hardware support does Dell provide?	"""In addition, the company provides protection services, advisory services, multivendor hardware support, """"how-to"""" support for software applications, collaborative support with many third-party vendors, and online parts and labor dispatching for customers who diagnose and troubleshoot their hardware."""	entailment	1
Food with an emphasis on seafood, salt, and dairy is an exaple of what?	Irish Americans are a major influence on Boston's politics and religious institutions.	not_entailment	1
In what current country is Trier located?	Glass remained a luxury material, and the disasters that overtook Late Bronze Age civilizations seem to have brought glass-making to a halt.	not_entailment	1
What is the sister station to WBZ-TV?	The city is served by stations representing every major American network, including WBZ-TV and its sister station WSBK-TV (the former a CBS O&O, the latter an MyNetwork TV affiliate), WCVB-TV (ABC),	entailment	1
Where are chaffinches Fringilla coelebs from?	Within a population, it is common for different ages and/or sexes to have different patterns of timing and distance.	not_entailment	1
Who was the creator of antibiotic?	In 1910, Paul Ehrlich developed the first antibiotic, by changing dyes that selectively stained Treponema pallidum — the spirochaete that causes syphilis — into compounds that selectively killed the pathogen.	entailment	1
What cannot launch using a ski-jump due to their high loaded weight?	The disadvantage of the ski-jump is the penalty it exacts on aircraft size, payload, and fuel load (and thus range); heavily laden aircraft can not launch using a ski-jump because their high loaded weight requires either a longer takeoff roll than is possible on a carrier deck, or assistance from a catapult or JATO rocket.	entailment	1
In what year was an England football match aired only via the internet for the first time?	This one-off event was the first time an England game had been screened in such a way.	not_entailment	1
What was Queen Victoria called in Ireland during the Great Famine?	In the next four years over a million Irish people died and another million emigrated in what became known as the Great Famine.	not_entailment	1
What is the effective f-number proportional to?	The effective f-number is proportional to the ratio between the lens focal length and aperture diameter, the diameter itself being proportional to the square root of the aperture area.	entailment	1
What was believed would happen if the Chinese entered the conflict?	"""He further concluded that, although half of those forces might cross south, """"if the Chinese tried to get down to Pyongyang, there would be the greatest slaughter"""" without air force protection."""	entailment	1
Who implemented reforms to reduce the Fujiwara's influence on government?	The Fujiwara controlled the throne until the reign of Emperor Go-Sanjō (1068-1073), the first emperor not born of a Fujiwara mother since the ninth century.	entailment	1
Why did the population decline after this time?	This has slowed the city's 40-year population decline after it lost nearly one-quarter of its population.	not_entailment	1
What is the second busiest airport in the New York metro area?	The three busiest airports in the New York metropolitan area include John F. Kennedy International Airport, Newark Liberty International Airport, and LaGuardia Airport; 109 million travelers used these three airports in 2012, and the city's airspace is the busiest in the nation.	entailment	1
The first woman to go into space was from which country?	The USSR didn't again open its cosmonaut corps to women until 1980, two years after the United States opened its astronaut corps to women.	entailment	1
Who did the Tories oppose?	They acted as a united, though unavailing, opposition to Whig corruption and scandals.	not_entailment	1
Where is the doll Pierre Jaquet-Droz built today?	In the 1770s Pierre Jaquet-Droz, a Swiss watchmaker, built a mechanical doll (automata) that could write holding a quill pen.	not_entailment	1
Who was a major figure in the skeptical philosophical and empiricist traditions of philosophy?	Much of what is incorporated in the scientific method (the nature of knowledge, evidence, experience, and causation) and some modern attitudes towards the relationship between science and religion were developed by his protégés David Hume and Adam Smith.	entailment	1
What notable feature of the Red Lion reflects its parliamentary connection?	The pub is equipped with a Division bell that summons MPs back to the chamber when they are required to take part in a vote.	entailment	1
Antagonistic or antipathetic symbiosis are alternate names for what?	A parasitic relationship is one in which one member of the association benefits while the other is harmed.	entailment	1
What is the maximum percentage of seats a single party can control?	Even though proportionality is confined to the proportional seats to prevent a part from being overrepresented, several restrictions apply in the assignation of the seats; namely, that no party can have more than 63% of all seats, both uninominal and plurinominal.	entailment	1
What term is used to describe what knots can do to affect the finish of things made from wood even when they've been painted?	A knot primer paint or solution, correctly applied during preparation, may do much to reduce this problem but it is difficult to control completely, especially when using mass-produced kiln-dried timber stocks.	not_entailment	1
When was the Battle of the Styles contested?	After about 1840, Georgian conventions were slowly abandoned as a number of revival styles, including Gothic Revival, that had originated in the Georgian period, developed and contested in Victorian architecture, and in the case of Gothic became better researched, and closer to their originals.	not_entailment	1
What seperates Tajikistan and Pakistan?	Pakistan lies to the south, separated by the narrow Wakhan Corridor.	entailment	1
Why has Palermo's population declined from 2001 to 2010?	In the ten years between 2001 and 2010, the population of Palermo declined by 4.5%, while the population of Italy, as a whole, grew by 6.0%.	not_entailment	1
What killed 10 million people in India?	During the British Raj, famines in India, often attributed to failed government policies, were some of the worst ever recorded, including the Great Famine of 1876–78 in which 6.1 million to 10.3 million people died and the Indian famine of 1899–1900 in which 1.25 to 10 million people died.	not_entailment	1
What is the heat generated from a Concentrating Solar Power system used for?	In all of these systems a working fluid is heated by the concentrated sunlight, and is then used for power generation or energy storage.	not_entailment	1
Who operated the automatic beam system?	The single approach beam along which the bomber tracked was monitored by a ground controller.	not_entailment	1
Who decided if a student earned a law degree in undergraduate madaris?	"""In contrast to the medieval doctorate which was granted by the collective authority of the faculty, the Islamic degree was not granted by the teacher to the pupil based on any formal criteria, but remained a """"personal matter, the sole prerogative of the person bestowing it; no one could force him to give one""""."""	entailment	1
In what year were Machine-room-less elevators first allowed?	Machine-room-less elevators have been available commercially since the mid 1990s, however cost and overall size prevented their adoption to the residential elevator market until around 2010.	not_entailment	1
What three names did Portugal become known as after Vimara Peres was knighted?	After annexing the County of Portugal into one of the several counties that made up the Kingdom of Asturias, King Alfonso III of Asturias knighted Vimara Peres, in 868 AD, as the First Count of Portus Cale (Portugal).	not_entailment	1
What speed of film is the Ilford Delta 3200?	For example, the Ilford product is actually an ISO 1000 film, according to its data sheet.	entailment	1
The Imperial War Cabinet was created by which British Prime Minister?	The important contribution of the Dominions to the war effort was recognised in 1917 by the British Prime Minister David Lloyd George when he invited each of the Dominion Prime Ministers to join an Imperial War Cabinet to co-ordinate imperial policy.	not_entailment	1
Which middle eastern city did the papermaking process to Europe from?	Its knowledge and uses spread from China through the Middle East to medieval Europe in the 13th century, where the first water powered paper mills were built.	not_entailment	1
When is the Korean dog recipe usually eaten?	The most popular Korean dog dish is gaejang-guk (also called bosintang), a spicy stew meant to balance the body's heat during the summer months; followers of the custom claim this is done to ensure good health by balancing one's gi, or vital energy of the body.	entailment	1
